Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-06-06,ALB,Albania,Berat,40.6285,20.090775,14,0,12,2,0,0,False,False
2020-06-06,ALB,Albania,Dibër,,,10,0,1,9,0,0,False,False
2020-06-06,ALB,Albania,Durrës,41.518365,19.651766,263,6,224,33,3,3,False,False
2020-06-06,ALB,Albania,Elbasan,41.040028,20.186454,21,0,20,1,1,0,False,False
2020-06-06,ALB,Albania,Fier,40.774633,19.620528,59,3,49,7,0,1,False,False
2020-06-06,ALB,Albania,Gjirokastër,,,0,0,0,0,0,0,False,False
2020-06-06,ALB,Albania,Korçë,40.62883,20.666004,19,0,18,1,0,0,False,False
2020-06-06,ALB,Albania,Kukës,42.066696,20.419467,39,1,36,2,1,0,False,False
2020-06-06,ALB,Albania,Lezhë,41.801452,19.845695,52,0,52,0,0,0,False,False
2020-06-06,ALB,Albania,NOT SPECIFIED,,,0,0,0,0,0,0,False,False
2020-06-06,ALB,Albania,Shkodër,42.17682,19.719451,133,2,114,17,1,0,False,False
2020-06-06,ALB,Albania,Tiranë,41.268583,19.793936,617,21,395,201,15,2,False,False
2020-06-06,ALB,Albania,Vlorë,40.162418,19.793592,5,1,4,0,0,0,False,False
2020-06-06,AND,Andorra,Andorra,42.542268,1.596865,852,51,0,801,0,0,False,False
2020-06-06,AUT,Austria,Burgenland,47.541449,16.520206,346,11,329,6,0,0,True,True
2020-06-06,AUT,Austria,Kärnten,46.715832,14.455532,416,13,398,5,0,0,True,True
2020-06-06,AUT,Austria,Niederösterreich,48.27051,15.763245,2877,97,2706,74,0,0,True,True
2020-06-06,AUT,Austria,NOT SPECIFIED,,,0,0,0,0,187,23,True,True
2020-06-06,AUT,Austria,Oberösterreich,48.138166,13.964295,2306,58,2228,20,0,0,True,True
2020-06-06,AUT,Austria,Salzburg,47.254051,13.032653,1239,37,1200,2,0,0,True,True
2020-06-06,AUT,Austria,Steiermark,47.187361,15.518046,1832,136,1669,27,0,0,True,True
2020-06-06,AUT,Austria,Tirol,47.209023,11.397603,3544,101,3432,11,0,0,True,True
2020-06-06,AUT,Austria,Vorarlberg,47.240149,9.896366,907,18,876,13,0,0,True,True
2020-06-06,AUT,Austria,Wien,48.21141,16.380038,3404,174,2951,279,0,0,True,True
2020-06-06,BLR,Belarus,Belarus,53.711111,27.973847,46868,259,0,46609,0,0,False,False
2020-06-06,BEL,Belgium,Brussels,50.836426,4.367415,6026,1461,0,4565,2588,0,True,True
