Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-04-13,ALB,Albania,Berat,40.6285,20.090775,2,0,0,2,0,0,False,False
2020-04-13,ALB,Albania,Durrës,41.518365,19.651766,48,3,0,45,0,0,False,False
2020-04-13,ALB,Albania,Elbasan,41.040028,20.186454,15,0,0,15,0,0,False,False
2020-04-13,ALB,Albania,Fier,40.774633,19.620528,38,2,0,36,0,0,False,False
2020-04-13,ALB,Albania,Korçë,40.62883,20.666004,17,0,0,17,0,0,False,False
2020-04-13,ALB,Albania,Kukës,42.066696,20.419467,17,1,0,16,0,0,False,False
2020-04-13,ALB,Albania,Lezhë,41.801452,19.845695,17,0,0,17,0,0,False,False
2020-04-13,ALB,Albania,Shkodër,42.17682,19.719451,75,1,0,74,0,0,False,False
2020-04-13,ALB,Albania,Tiranë,41.268583,19.793936,233,16,0,217,0,0,False,False
2020-04-13,ALB,Albania,Vlorë,40.162418,19.793592,5,1,0,4,0,0,False,False
2020-04-15,AND,Andorra,Andorra,42.542268,1.596865,659,31,0,628,0,0,False,False
2020-04-15,AUT,Austria,Burgenland,47.541449,16.520206,274,0,0,274,0,0,True,True
2020-04-15,AUT,Austria,Kärnten,46.715832,14.455532,388,0,0,388,0,0,True,True
2020-04-15,AUT,Austria,Niederösterreich,48.27051,15.763245,2398,0,0,2398,0,0,True,True
2020-04-15,AUT,Austria,Oberösterreich,48.138166,13.964295,2150,0,0,2150,0,0,True,True
2020-04-15,AUT,Austria,Salzburg,47.254051,13.032653,1176,0,0,1176,0,0,True,True
2020-04-15,AUT,Austria,Steiermark,47.187361,15.518046,1593,0,0,1593,0,0,True,True
2020-04-15,AUT,Austria,Tirol,47.209023,11.397603,3337,0,0,3337,0,0,True,True
2020-04-15,AUT,Austria,Vorarlberg,47.240149,9.896366,846,0,0,846,0,0,True,True
2020-04-15,AUT,Austria,Wien,48.21141,16.380038,2084,0,0,2084,0,0,True,True
2020-04-15,BLR,Belarus,Belarus,53.711111,27.973847,3281,33,0,3248,0,0,False,False
2020-04-15,BEL,Belgium,Brussels,50.836426,4.367415,3393,674,0,2719,0,0,True,True
2020-04-15,BEL,Belgium,Flanders,51.036569,4.234165,19648,2243,0,17405,0,0,True,True
2020-04-15,BEL,Belgium,NOT SPECIFIED,,,557,0,0,557,0,0,True,True
2020-04-09,BEL,Belgium,NOT SPECIFIED,,,389,0,0,389,0,0,True,True
2020-04-15,BEL,Belgium,Wallonia,50.312074,5.019093,9975,1523,0,8452,0,0,True,True
2020-04-14,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,612,24,0,588,0,0,False,False
2020-04-14,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,19,3,0,16,0,0,True,True
2020-04-14,BGR,Bulgaria,Burgas,42.491848,27.306892,25,0,0,25,0,0,True,True
2020-04-14,BGR,Bulgaria,Dobrich,43.65074,27.936751,12,0,0,12,0,0,True,True
2020-04-14,BGR,Bulgaria,Gabrovo,42.931879,25.247163,2,0,0,2,0,0,True,True
2020-04-14,BGR,Bulgaria,Haskovo,41.849113,25.942349,8,1,0,7,0,0,True,True
2020-04-14,BGR,Bulgaria,Kardzhali,41.527042,25.441477,12,0,0,12,0,0,True,True
2020-04-14,BGR,Bulgaria,Kyustendil,42.255307,22.869974,18,3,0,15,0,0,True,True
2020-04-14,BGR,Bulgaria,Lovech,43.035259,24.5688,2,0,0,2,0,0,True,True
2020-04-14,BGR,Bulgaria,Montana,43.496677,23.192363,18,0,0,18,0,0,True,True
2020-04-03,BGR,Bulgaria,NOT SPECIFIED,,,4,0,0,4,0,0,True,True
