days,Date,Switzerland,Italy,Norway,Finland,Romania,Portugal,Spain,United Kingdom,Germany,Slovakia,Hungary,Croatia,Bulgaria,Sweden,France,Belgium,Austria,Cyprus,Poland,Netherlands,Iceland,Estonia,Denmark,Slovenia,Ireland,Czech Republic,Latvia,Lithuania,Luxembourg,Malta,Montenegro,North Macedonia,Serbia,Turkey,TOT
0.1000555864369094,2020-08-14 02:24:04.802668,297,782,31,15,1093,174,5692,681,1300,51,41,195,108,272,0,393,215,11,759,374,0,7,0,21,91,148,3,32,2,36,25,99,160,1189,
0.2001111728738188,2020-08-14 04:48:09.605336,297,783,31,15,1093,175,5704,685,1301,51,41,195,108,270,0,393,215,11,759,375,0,7,0,21,91,150,3,32,2,36,25,99,159,1191,
0.3001667593107282,2020-08-14 07:12:14.408004,297,784,31,16,1093,176,5717,686,1302,51,41,196,108,270,0,393,215,11,757,376,0,7,0,21,91,151,3,32,2,36,25,99,159,1193,
0.4002223457476376,2020-08-14 09:36:19.210673,298,789,31,16,1093,176,5727,688,1299,51,41,196,108,269,0,394,217,11,757,377,0,7,0,21,91,152,3,32,2,36,25,99,158,1195,
0.500277932184547,2020-08-14 12:00:24.013341,298,790,31,16,1092,176,5738,693,1298,51,41,196,108,269,0,394,217,11,756,379,0,7,0,21,91,152,3,32,2,36,26,99,158,1196,
0.6003335186214565,2020-08-14 14:24:28.816009,298,794,31,16,1093,178,5747,696,1298,51,42,196,108,268,0,395,217,11,754,380,0,7,0,21,91,153,3,32,2,36,26,100,157,1198,
0.7003891050583658,2020-08-14 16:48:33.618677,299,796,32,16,1094,178,5760,700,1296,52,42,196,107,267,0,396,218,11,753,381,0,7,0,21,92,154,3,32,2,36,26,100,157,1200,
0.8004446914952752,2020-08-14 19:12:38.421345,299,796,32,16,1094,178,5769,704,1295,52,42,196,107,266,0,396,219,11,751,382,0,7,0,21,92,156,3,32,2,36,26,100,156,1202,
0.9005002779321846,2020-08-14 21:36:43.224013,298,798,32,16,1095,179,5779,708,1295,52,42,196,108,265,0,396,219,10,751,383,0,7,0,21,92,157,3,32,2,36,26,100,156,1203,
1.000555864369094,2020-08-15 00:00:48.026681,297,800,32,16,1096,180,5794,711,1295,52,43,196,109,264,0,398,219,10,750,384,0,7,0,21,92,158,3,32,2,36,27,100,155,1205,
1.1006114508060034,2020-08-15 02:24:52.829350,297,805,32,16,1094,180,5802,713,1295,52,43,197,109,265,0,398,219,10,749,384,0,7,0,21,92,159,3,32,2,36,27,100,155,1207,
1.200667037242913,2020-08-15 04:48:57.632018,300,807,32,16,1094,181,5813,718,1295,52,43,198,109,265,0,398,219,10,749,386,0,7,0,21,92,160,3,32,2,36,27,100,154,1209,
1.3007226236798222,2020-08-15 07:13:02.434686,299,809,32,16,1095,182,5825,720,1294,52,44,198,109,264,0,398,219,10,747,387,0,7,0,21,93,160,3,32,2,36,27,100,154,1210,
1.4007782101167316,2020-08-15 09:37:07.237354,299,809,33,16,1095,182,5839,724,1295,52,44,199,109,262,0,399,219,10,746,388,0,8,0,21,93,161,3,32,2,35,27,100,154,1212,
1.500833796553641,2020-08-15 12:01:12.040022,299,810,33,16,1095,182,5847,727,1293,52,45,199,109,262,0,399,220,10,745,389,0,8,0,21,93,162,3,32,2,35,28,100,153,1214,
1.6008893829905504,2020-08-15 14:25:16.842690,299,813,33,16,1094,184,5859,730,1293,52,47,199,109,262,0,400,220,10,746,390,0,8,0,22,93,162,3,32,2,35,28,100,153,1216,
1.7009449694274599,2020-08-15 16:49:21.645359,298,813,33,16,1094,184,5871,734,1293,52,47,200,109,262,0,401,221,10,744,391,0,8,0,22,93,164,3,32,2,35,28,100,152,1218,
